ID_Venda,ID_Cliente,ID_Produto,Data_Venda,Status_Entrega,Custo_Frete
625,6,26,2025-09-09,Entregue,21.22
626,78,11,2025-07-23,Entregue,56.95
627,48,22,2025-12-22,Entregue,61.58
628,52,20,2025-05-10,Entregue,41.95
629,87,9,2025-06-16,Atrasado,53.42
630,98,47,2025-06-12,Entregue,23.5
631,29,1,2025-07-11,Atrasado,53.96
632,42,9,2025-11-17,Entregue,43.34
633,19,42,2025-06-20,Entregue,28.17
634,22,18,2025-07-02,Entregue,67.03
635,30,49,2026-01-28,Entregue,46.21
636,2,31,2026-01-03,Atrasado,34.44
637,4,39,2025-05-22,Entregue,31.99
638,99,8,2025-05-28,Atrasado,36.44
639,35,36,2026-02-06,Atrasado,26.98
640,64,34,2025-05-10,Atrasado,60.44
641,100,4,2026-01-16,Atrasado,28.83
642,49,22,2025-08-25,Entregue,28.18
643,38,2,2026-03-28,Entregue,46.53
644,85,43,2025-07-09,Entregue,47.98
645,8,12,2025-07-31,Entregue,76.9
646,76,26,2025-06-17,Entregue,37.39
647,29,24,2026-02-26,Entregue,66.58
648,80,10,2025-08-13,Atrasado,51.17
649,64,27,2025-09-07,Entregue,72.17
650,58,33,2025-07-12,Atrasado,74.36
651,63,33,2026-03-27,Atrasado,68.91
652,4,50,2025-05-14,Cancelado,36.52
653,93,9,2025-08-04,Entregue,16.53
654,33,3,2025-10-28,Atrasado,37.52
655,16,16,2025-07-01,Entregue,27.25
656,51,10,2025-06-15,Entregue,50.08
657,52,28,2025-05-20,Entregue,51.31
658,91,39,2025-06-09,Entregue,59.67
659,61,27,2025-09-09,Atrasado,51.93
660,70,39,2025-06-03,Entregue,30.34
661,72,41,2025-11-12,Entregue,33.23
662,71,26,2026-03-07,Entregue,57.47
663,86,15,2025-08-06,Entregue,43.13
664,48,47,2026-01-07,Cancelado,25.25
665,56,15,2026-02-24,Entregue,18.28
666,38,28,2026-02-17,Entregue,15.07
667,26,38,2026-03-31,Entregue,77.02
668,96,48,2025-05-15,Atrasado,78.99
669,21,32,2025-05-03,Atrasado,18.87
670,51,31,2025-09-12,Atrasado,44.73
671,44,27,2026-01-25,Cancelado,27.75
672,29,30,2025-10-21,Entregue,21.06
673,98,25,2025-12-27,Entregue,61.04
674,42,29,2026-01-22,Entregue,15.19
675,66,25,2025-10-07,Atrasado,44.12
676,38,35,2025-09-25,Entregue,56.53
677,10,48,2026-01-12,Entregue,75.52
678,40,13,2025-11-04,Entregue,63.1
679,58,44,2026-02-15,Entregue,72.8
680,63,1,2025-10-08,Entregue,23.72
681,68,10,2026-04-16,Entregue,19.16
682,3,37,2026-04-03,Entregue,69.5
683,73,26,2026-01-15,Entregue,70.01
684,14,14,2025-09-11,Entregue,44.97
685,46,34,2026-03-29,Entregue,27.91
686,9,44,2025-09-05,Atrasado,18.07
687,54,22,2025-07-20,Entregue,40.83
688,45,49,2026-02-13,Entregue,62.85
689,25,36,2025-11-20,Cancelado,31.55
690,7,44,2025-05-15,Entregue,33.27
691,69,45,2026-01-05,Entregue,43.65
692,74,32,2026-02-26,Entregue,45.54
693,78,35,2025-09-22,Entregue,17.47
694,72,8,2025-11-03,Atrasado,18.72
695,19,23,2025-11-26,Atrasado,28.84
696,29,8,2025-08-09,Entregue,28.77
697,69,20,2026-01-14,Entregue,25.71
698,36,46,2026-04-09,Atrasado,49.0
699,55,12,2026-02-08,Entregue,70.01
700,10,33,2025-09-07,Entregue,24.45
701,88,46,2025-12-21,Atrasado,40.34
702,22,10,2025-04-29,Entregue,25.03
703,6,17,2025-08-29,Entregue,66.65
704,10,7,2026-02-28,Cancelado,31.96
705,54,38,2026-02-21,Entregue,45.34
706,58,9,2026-04-08,Entregue,75.43
707,78,9,2026-01-30,Atrasado,72.13
708,95,38,2025-07-10,Atrasado,24.25
709,59,14,2026-02-23,Entregue,55.0
710,49,21,2026-01-03,Entregue,73.96
711,6,27,2026-02-07,Entregue,30.21
712,15,21,2026-01-21,Entregue,33.35
713,24,4,2025-09-09,Entregue,37.96
714,77,15,2026-03-09,Entregue,37.25
715,3,35,2025-09-02,Entregue,16.71
716,63,38,2026-03-17,Entregue,73.29
717,22,15,2025-08-25,Entregue,22.38
718,45,8,2026-02-08,Entregue,62.59
719,60,38,2026-02-09,Entregue,35.51
720,70,38,2025-10-26,Entregue,67.38
721,52,28,2025-11-11,Cancelado,68.17
722,39,31,2026-01-21,Entregue,46.29
723,46,44,2025-09-29,Entregue,28.72
724,51,47,2026-02-22,Atrasado,62.68
725,11,33,2025-07-09,Entregue,22.86
726,18,50,2025-10-20,Entregue,39.28
727,27,21,2026-02-21,Atrasado,22.95
728,78,32,2025-08-22,Entregue,76.41
729,41,23,2025-06-03,Entregue,47.15
730,84,32,2026-04-05,Entregue,30.88
731,26,13,2026-04-21,Entregue,52.04
732,38,17,2025-10-10,Entregue,52.69
733,14,29,2025-10-16,Entregue,49.51
734,9,37,2026-02-24,Entregue,38.49
735,2,26,2025-08-22,Entregue,41.41
736,51,45,2026-01-04,Atrasado,58.07
737,78,31,2025-08-11,Entregue,16.86
738,52,25,2025-08-27,Entregue,28.51
739,48,18,2025-11-05,Atrasado,34.78
740,63,17,2025-07-25,Entregue,43.24
741,63,17,2025-05-14,Entregue,23.15
742,17,42,2025-09-25,Entregue,38.11
743,90,35,2025-09-02,Cancelado,51.21
744,65,40,2025-05-08,Entregue,45.79
745,47,35,2025-08-08,Cancelado,66.47
746,78,35,2025-11-04,Entregue,27.9
747,42,17,2026-01-07,Entregue,33.84
748,26,13,2025-11-06,Entregue,39.7
749,4,46,2025-12-22,Entregue,40.29
750,99,47,2025-09-08,Entregue,29.92
751,74,35,2025-12-08,Entregue,79.14
752,26,2,2026-03-15,Entregue,52.26
753,24,23,2025-05-31,Entregue,61.27
754,30,9,2026-01-03,Entregue,16.09
755,70,5,2025-06-13,Cancelado,55.16
756,50,20,2025-07-17,Atrasado,18.24
757,79,43,2025-10-03,Entregue,18.6
758,20,44,2025-11-21,Entregue,30.28
759,66,12,2025-06-07,Cancelado,63.47
760,66,31,2025-06-01,Entregue,62.48
761,90,45,2025-07-24,Atrasado,58.67
762,9,30,2025-11-14,Entregue,46.55
763,9,9,2025-10-26,Atrasado,40.27
764,4,44,2026-01-19,Entregue,36.08
765,87,15,2026-02-15,Entregue,44.27
766,16,41,2025-09-11,Entregue,18.44
767,94,11,2026-01-14,Atrasado,75.36
768,64,44,2026-04-08,Entregue,74.24
769,21,46,2025-08-25,Entregue,73.73
770,31,21,2025-07-31,Entregue,68.83
771,34,39,2025-06-20,Atrasado,49.09
772,73,46,2025-07-12,Entregue,79.82
773,21,48,2025-08-19,Atrasado,76.18
774,94,1,2025-05-22,Atrasado,65.8
775,41,37,2026-03-19,Cancelado,41.86
776,23,30,2025-06-19,Entregue,58.83
777,77,43,2025-10-19,Entregue,41.55
778,32,47,2025-09-16,Atrasado,47.91
779,17,11,2026-03-28,Entregue,29.93
780,30,43,2025-05-29,Entregue,51.0
781,72,41,2025-09-18,Entregue,63.29
782,18,38,2025-08-20,Entregue,16.41
783,64,44,2025-12-12,Atrasado,51.22
784,88,15,2025-05-16,Entregue,24.12
785,97,38,2025-08-22,Entregue,72.8
786,47,9,2026-03-01,Entregue,51.71
787,87,45,2025-06-22,Entregue,64.74
788,28,38,2026-01-01,Entregue,66.1
789,6,3,2026-04-26,Atrasado,72.92
790,23,3,2025-11-29,Entregue,68.45
791,77,17,2025-07-20,Entregue,54.35
792,1,17,2025-05-06,Entregue,56.0
793,17,38,2026-01-05,Entregue,63.31
794,19,47,2025-12-18,Entregue,36.19
795,66,6,2026-04-04,Atrasado,34.24
796,97,27,2025-08-31,Atrasado,41.13
797,75,2,2025-09-15,Entregue,56.59
798,93,50,2025-06-17,Atrasado,16.95
799,66,18,2025-10-30,Atrasado,58.01
800,65,31,2025-10-23,Entregue,32.36
801,5,4,2026-04-07,Entregue,58.37
802,15,23,2026-04-23,Entregue,48.27
803,49,45,2025-11-14,Entregue,77.58
804,81,46,2025-07-16,Atrasado,67.44
805,95,39,2025-10-06,Atrasado,36.36
806,43,3,2025-04-30,Entregue,24.29
807,86,36,2026-03-09,Cancelado,28.49
808,90,11,2025-11-23,Entregue,18.72
809,21,17,2025-06-28,Entregue,43.88
810,80,36,2026-03-24,Cancelado,73.74
811,73,6,2025-06-11,Entregue,16.7
812,72,32,2026-04-02,Entregue,73.52
813,1,45,2026-03-08,Atrasado,36.86
814,62,17,2025-05-29,Atrasado,64.41
815,60,40,2025-04-29,Entregue,37.58
816,88,5,2025-07-13,Entregue,30.6
817,7,24,2026-01-07,Entregue,77.33
818,3,24,2026-03-09,Entregue,18.95
819,2,41,2026-02-17,Atrasado,60.36
820,25,46,2025-04-30,Entregue,49.0
821,1,6,2025-09-07,Atrasado,36.4
822,83,50,2026-01-29,Entregue,47.5
823,89,31,2026-01-22,Entregue,59.07
824,4,31,2025-08-17,Cancelado,77.75
825,100,9,2025-05-18,Entregue,29.87
826,64,39,2025-06-11,Atrasado,74.55
827,51,5,2025-10-11,Entregue,31.35
828,92,33,2025-12-22,Entregue,65.08
829,76,46,2025-08-14,Entregue,48.2
830,81,11,2025-11-06,Entregue,49.8
831,94,39,2025-07-08,Entregue,23.77
832,94,43,2026-01-23,Entregue,63.48
833,80,35,2026-01-22,Atrasado,24.54
834,87,42,2026-01-01,Entregue,64.61
835,20,12,2026-03-24,Entregue,31.17
836,88,9,2026-04-15,Entregue,35.6
837,32,32,2026-01-20,Atrasado,23.75
838,44,35,2026-03-23,Cancelado,52.47
839,9,38,2026-02-28,Atrasado,23.23
840,58,47,2025-10-03,Entregue,38.13
841,43,35,2025-11-26,Entregue,44.91
842,47,9,2025-05-08,Entregue,52.42
843,34,25,2025-07-23,Entregue,18.77
844,95,40,2025-07-11,Entregue,22.84
845,62,19,2025-06-09,Entregue,38.36
846,19,14,2025-06-29,Entregue,25.06
847,68,4,2025-09-06,Entregue,23.68
848,2,27,2025-05-19,Entregue,44.48
849,64,39,2025-12-27,Entregue,20.66
850,70,30,2025-08-17,Entregue,17.14
851,22,49,2025-05-19,Entregue,62.12
852,77,18,2025-12-14,Entregue,51.61
853,94,10,2025-09-15,Entregue,43.38
854,76,10,2026-03-03,Entregue,30.81
855,26,43,2026-03-14,Cancelado,76.01
856,2,10,2026-01-05,Entregue,43.0
857,98,49,2025-05-21,Entregue,76.46
858,71,19,2026-02-10,Entregue,72.96
859,77,30,2025-10-28,Cancelado,29.64
860,83,18,2025-10-08,Entregue,66.42
861,56,37,2025-08-11,Entregue,64.16
862,29,18,2025-06-16,Entregue,39.05
863,30,29,2025-05-05,Entregue,42.6
864,81,5,2025-06-05,Entregue,55.57
865,13,35,2025-06-27,Entregue,29.53
866,28,8,2025-06-08,Atrasado,65.2
867,62,32,2025-06-24,Entregue,54.67
868,76,11,2025-06-21,Entregue,49.32
869,22,44,2026-01-14,Entregue,54.18
870,15,5,2025-08-20,Cancelado,44.17
871,82,1,2026-01-07,Entregue,47.57
872,7,37,2026-02-08,Cancelado,51.03
873,74,13,2025-06-05,Entregue,21.32
874,88,6,2025-10-16,Entregue,64.69
875,53,34,2026-01-08,Entregue,46.94
876,32,18,2025-12-05,Cancelado,64.82
877,61,29,2025-09-12,Entregue,43.82
878,95,8,2025-09-13,Atrasado,22.09
879,10,28,2025-09-23,Cancelado,44.81
880,44,43,2026-01-03,Atrasado,37.56
881,58,42,2025-07-28,Entregue,77.21
882,90,13,2026-01-17,Entregue,30.28
883,94,38,2026-03-15,Entregue,54.44
884,17,38,2025-10-05,Entregue,77.12
885,97,21,2025-06-01,Cancelado,62.25
886,51,3,2025-09-17,Cancelado,18.1
887,2,47,2026-03-03,Entregue,38.8
888,78,29,2025-06-06,Entregue,21.41
889,3,31,2025-08-01,Atrasado,44.38
890,50,41,2026-04-11,Entregue,46.62
891,69,9,2025-05-21,Entregue,43.65
892,57,28,2026-03-24,Entregue,21.3
893,4,1,2026-04-01,Cancelado,70.1
894,43,24,2025-10-06,Entregue,25.27
895,34,50,2025-12-18,Atrasado,45.66
896,18,33,2025-11-30,Atrasado,61.32
897,75,13,2026-03-18,Entregue,42.5
898,87,50,2025-06-10,Cancelado,48.46
899,21,43,2026-02-02,Entregue,59.83
900,90,13,2026-03-16,Entregue,20.54
901,76,32,2025-06-15,Entregue,74.59
902,13,19,2025-08-12,Entregue,42.5
903,79,41,2026-04-07,Atrasado,28.83
904,32,32,2025-05-08,Atrasado,52.1
905,53,31,2026-02-22,Entregue,45.54
906,14,47,2025-07-17,Entregue,22.13
907,92,31,2025-07-02,Atrasado,32.15
908,50,33,2026-02-14,Entregue,36.58
909,48,50,2026-03-04,Entregue,60.45
910,46,12,2025-12-11,Entregue,19.56
911,100,49,2026-02-10,Entregue,70.81
912,65,18,2025-11-27,Atrasado,29.8
913,52,11,2026-02-05,Entregue,72.47
914,88,2,2026-01-25,Entregue,35.65
915,10,23,2025-10-13,Entregue,38.55
916,48,24,2025-06-07,Entregue,15.4
917,79,20,2025-10-19,Cancelado,30.62
918,7,44,2025-10-12,Entregue,51.73
919,65,15,2026-02-19,Entregue,48.18
920,96,4,2025-10-21,Entregue,51.0
921,38,11,2025-08-06,Cancelado,73.58
922,70,28,2025-06-11,Entregue,22.09
923,16,32,2025-06-25,Entregue,29.08
924,79,27,2025-12-04,Atrasado,25.32
925,72,25,2026-01-12,Entregue,61.17
926,67,43,2025-09-28,Entregue,28.96
927,27,2,2025-09-07,Entregue,61.8
928,27,50,2026-03-01,Entregue,56.14
929,16,46,2025-06-07,Entregue,77.87
930,8,26,2026-03-05,Entregue,21.24
931,14,42,2026-04-19,Entregue,35.97
932,56,41,2025-12-07,Cancelado,73.18
933,61,19,2025-11-30,Entregue,63.64
934,53,2,2026-02-16,Entregue,70.88
935,34,41,2025-04-29,Entregue,37.46
936,65,48,2025-08-15,Entregue,25.62
937,64,46,2025-05-05,Entregue,63.48
938,22,37,2025-08-19,Entregue,68.13
939,25,16,2025-12-28,Entregue,23.09
940,47,4,2025-07-17,Entregue,40.41
941,22,48,2025-07-01,Entregue,75.31
942,58,35,2026-04-10,Entregue,35.86
943,6,27,2026-02-21,Entregue,44.88
944,68,14,2026-01-29,Entregue,71.49
945,21,5,2025-11-18,Entregue,24.73
946,47,44,2025-05-09,Atrasado,34.95
947,25,47,2025-06-27,Entregue,65.69
948,75,33,2025-08-01,Atrasado,77.28
949,13,17,2026-04-19,Atrasado,37.08
950,17,10,2025-07-28,Atrasado,16.64
951,44,20,2025-10-27,Cancelado,28.49
952,74,48,2026-04-24,Atrasado,60.49
953,72,35,2025-05-16,Entregue,34.88
954,5,24,2026-04-17,Entregue,47.34
955,18,17,2025-09-19,Entregue,38.88
956,89,7,2025-08-19,Entregue,78.59
957,75,3,2025-11-21,Entregue,31.08
958,44,22,2025-05-02,Atrasado,74.89
959,95,18,2025-09-26,Cancelado,54.07
960,52,10,2025-05-19,Atrasado,52.25
961,96,42,2025-05-27,Atrasado,63.54
962,97,50,2025-10-19,Entregue,52.01
963,69,8,2025-05-05,Entregue,44.87
964,79,26,2025-09-15,Entregue,65.02
965,53,32,2025-09-02,Entregue,36.23
966,53,41,2025-05-15,Entregue,57.36
967,67,15,2026-04-21,Entregue,35.82
968,33,25,2026-04-12,Atrasado,20.08
969,59,22,2025-10-16,Atrasado,56.55
970,40,42,2026-03-05,Entregue,24.02
971,88,5,2025-11-14,Entregue,21.03
972,62,39,2026-01-26,Cancelado,35.59
973,90,27,2025-05-26,Entregue,24.02
974,47,50,2025-12-21,Entregue,69.96
975,33,45,2025-10-19,Atrasado,18.75
976,27,13,2025-08-14,Atrasado,75.89
977,31,25,2025-10-31,Entregue,72.75
978,100,21,2026-03-04,Entregue,31.73
979,11,27,2026-03-10,Entregue,55.22
980,37,20,2026-02-02,Entregue,41.2
981,51,1,2025-10-29,Cancelado,47.58
982,54,33,2025-07-15,Entregue,75.93
983,3,22,2025-06-14,Cancelado,56.55
984,81,8,2026-04-06,Entregue,71.51
985,84,25,2025-09-08,Entregue,66.48
986,50,45,2025-11-09,Atrasado,65.49
987,39,13,2026-03-10,Cancelado,77.56
988,84,23,2025-05-11,Atrasado,73.31
989,78,25,2025-08-09,Entregue,38.28
990,61,42,2025-05-13,Atrasado,61.91
991,83,1,2025-06-15,Entregue,54.53
992,46,5,2025-05-02,Entregue,52.73
993,86,43,2025-09-19,Entregue,60.56
994,1,47,2025-05-30,Entregue,48.36
995,47,48,2026-01-08,Cancelado,72.9
996,91,17,2025-11-17,Atrasado,77.8
997,61,28,2026-02-24,Entregue,72.06
998,71,1,2025-09-07,Entregue,38.5
999,7,49,2025-05-14,Cancelado,60.79
1000,36,35,2026-04-18,Atrasado,27.68
